country,year,source,share
Albania,1959,renewables_share_energy,
Albania,1960,renewables_share_energy,
Albania,1961,renewables_share_energy,
Albania,1962,renewables_share_energy,
Albania,1963,renewables_share_energy,
Albania,1964,renewables_share_energy,
Albania,1965,renewables_share_energy,
Albania,1966,renewables_share_energy,
Albania,1967,renewables_share_energy,
Albania,1968,renewables_share_energy,
Albania,1969,renewables_share_energy,
Albania,1970,renewables_share_energy,
Albania,1971,renewables_share_energy,
Albania,1972,renewables_share_energy,
Albania,1973,renewables_share_energy,
Albania,1974,renewables_share_energy,
Albania,1975,renewables_share_energy,
Albania,1976,renewables_share_energy,
Albania,1977,renewables_share_energy,
Albania,1978,renewables_share_energy,
Albania,1979,renewables_share_energy,
Albania,1980,renewables_share_energy,
Albania,1981,renewables_share_energy,
Albania,1982,renewables_share_energy,
Albania,1983,renewables_share_energy,
Albania,1984,renewables_share_energy,
Albania,1985,renewables_share_energy,
Albania,1986,renewables_share_energy,
Albania,1987,renewables_share_energy,
Albania,1988,renewables_share_energy,
Albania,1989,renewables_share_energy,
Albania,1990,renewables_share_energy,
Albania,1991,renewables_share_energy,
Albania,1992,renewables_share_energy,
Albania,1993,renewables_share_energy,
Albania,1994,renewables_share_energy,
Albania,1995,renewables_share_energy,
Albania,1996,renewables_share_energy,
Albania,1997,renewables_share_energy,
Albania,1998,renewables_share_energy,
Albania,1999,renewables_share_energy,
Albania,2000,renewables_share_energy,
Albania,2001,renewables_share_energy,
Albania,2002,renewables_share_energy,
Albania,2003,renewables_share_energy,
Albania,2004,renewables_share_energy,
Albania,2005,renewables_share_energy,
Albania,2006,renewables_share_energy,
Albania,2007,renewables_share_energy,
Albania,2008,renewables_share_energy,
Albania,2009,renewables_share_energy,
Albania,2010,renewables_share_energy,
Albania,2011,renewables_share_energy,
Albania,2012,renewables_share_energy,
Albania,2013,renewables_share_energy,
Albania,2014,renewables_share_energy,
Albania,2015,renewables_share_energy,
Albania,2016,renewables_share_energy,
Albania,2017,renewables_share_energy,
Albania,2018,renewables_share_energy,
Albania,2019,renewables_share_energy,
Albania,2020,renewables_share_energy,
Albania,2021,renewables_share_energy,
Albania,2022,renewables_share_energy,
Albania,2023,renewables_share_energy,
Algeria,1916,renewables_share_energy,
Algeria,1917,renewables_share_energy,
Algeria,1918,renewables_share_energy,
Algeria,1919,renewables_share_energy,
Algeria,1920,renewables_share_energy,
Algeria,1921,renewables_share_energy,
Algeria,1922,renewables_share_energy,
Algeria,1923,renewables_share_energy,
Algeria,1924,renewables_share_energy,
Algeria,1925,renewables_share_energy,
Algeria,1926,renewables_share_energy,
Algeria,1927,renewables_share_energy,
Algeria,1928,renewables_share_energy,
Algeria,1929,renewables_share_energy,
Algeria,1930,renewables_share_energy,
Algeria,1931,renewables_share_energy,
Algeria,1932,renewables_share_energy,
Algeria,1933,renewables_share_energy,
Algeria,1934,renewables_share_energy,
Algeria,1935,renewables_share_energy,
Algeria,1936,renewables_share_energy,
Algeria,1937,renewables_share_energy,
Algeria,1938,renewables_share_energy,
Algeria,1939,renewables_share_energy,
Algeria,1940,renewables_share_energy,
Algeria,1941,renewables_share_energy,
Algeria,1942,renewables_share_energy,
Algeria,1943,renewables_share_energy,
Algeria,1944,renewables_share_energy,
Algeria,1945,renewables_share_energy,
Algeria,1946,renewables_share_energy,
Algeria,1947,renewables_share_energy,
Algeria,1948,renewables_share_energy,
Algeria,1949,renewables_share_energy,
Algeria,1950,renewables_share_energy,
Algeria,1951,renewables_share_energy,
Algeria,1952,renewables_share_energy,
Algeria,1953,renewables_share_energy,
Algeria,1954,renewables_share_energy,
Algeria,1955,renewables_share_energy,
Algeria,1956,renewables_share_energy,
Algeria,1957,renewables_share_energy,
Algeria,1958,renewables_share_energy,
Algeria,1959,renewables_share_energy,
Algeria,1960,renewables_share_energy,
Algeria,1961,renewables_share_energy,
Algeria,1962,renewables_share_energy,
Algeria,1963,renewables_share_energy,
Algeria,1964,renewables_share_energy,
Algeria,1965,renewables_share_energy,4.487
Algeria,1966,renewables_share_energy,3.313
Algeria,1967,renewables_share_energy,4.042
Algeria,1968,renewables_share_energy,5.171
Algeria,1969,renewables_share_energy,2.996
Algeria,1970,renewables_share_energy,4.395
Algeria,1971,renewables_share_energy,2.311
Algeria,1972,renewables_share_energy,3.086
Algeria,1973,renewables_share_energy,3.933
Algeria,1974,renewables_share_energy,2.347
Algeria,1975,renewables_share_energy,1.296
Algeria,1976,renewables_share_energy,1.317
Algeria,1977,renewables_share_energy,0.829
Algeria,1978,renewables_share_energy,0.613
Algeria,1979,renewables_share_energy,0.544
Algeria,1980,renewables_share_energy,0.403
Algeria,1981,renewables_share_energy,0.473
Algeria,1982,renewables_share_energy,0.536
Algeria,1983,renewables_share_energy,0.241
Algeria,1984,renewables_share_energy,0.483
Algeria,1985,renewables_share_energy,0.684
Algeria,1986,renewables_share_energy,0.25
Algeria,1987,renewables_share_energy,0.486
Algeria,1988,renewables_share_energy,0.166
Algeria,1989,renewables_share_energy,0.211
Algeria,1990,renewables_share_energy,0.119
Algeria,1991,renewables_share_energy,0.261
Algeria,1992,renewables_share_energy,0.173
Algeria,1993,renewables_share_energy,0.329
Algeria,1994,renewables_share_energy,0.153
Algeria,1995,renewables_share_energy,0.171
Algeria,1996,renewables_share_energy,0.121
Algeria,1997,renewables_share_energy,0.07
Algeria,1998,renewables_share_energy,0.194
Algeria,1999,renewables_share_energy,0.181
Algeria,2000,renewables_share_energy,0.05
Algeria,2001,renewables_share_energy,0.061
Algeria,2002,renewables_share_energy,0.049
Algeria,2003,renewables_share_energy,0.214
Algeria,2004,renewables_share_energy,0.194
Algeria,2005,renewables_share_energy,0.408
Algeria,2006,renewables_share_energy,0.153
Algeria,2007,renewables_share_energy,0.15
Algeria,2008,renewables_share_energy,0.176
Algeria,2009,renewables_share_energy,0.2
Algeria,2010,renewables_share_energy,0.108
Algeria,2011,renewables_share_energy,0.221
Algeria,2012,renewables_share_energy,0.211
Algeria,2013,renewables_share_energy,0.061
Algeria,2014,renewables_share_energy,0.11
Algeria,2015,renewables_share_energy,0.091
Algeria,2016,renewables_share_energy,0.137
Algeria,2017,renewables_share_energy,0.232
Algeria,2018,renewables_share_energy,0.271
Algeria,2019,renewables_share_energy,0.277
Algeria,2020,renewables_share_energy,0.283
Algeria,2021,renewables_share_energy,0.238
Algeria,2022,renewables_share_energy,0.228
Algeria,2023,renewables_share_energy,0.227
Algeria,2024,renewables_share_energy,0.242
Angola,1950,renewables_share_energy,
Angola,1951,renewables_share_energy,
Angola,1952,renewables_share_energy,
Angola,1953,renewables_share_energy,
Angola,1954,renewables_share_energy,
Angola,1955,renewables_share_energy,
Angola,1956,renewables_share_energy,
Angola,1957,renewables_share_energy,
Angola,1958,renewables_share_energy,
Angola,1959,renewables_share_energy,
Angola,1960,renewables_share_energy,
Angola,1961,renewables_share_energy,
Angola,1962,renewables_share_energy,
Angola,1963,renewables_share_energy,
Angola,1964,renewables_share_energy,
Angola,1965,renewables_share_energy,
Angola,1966,renewables_share_energy,
Angola,1967,renewables_share_energy,
Angola,1968,renewables_share_energy,
Angola,1969,renewables_share_energy,
Angola,1970,renewables_share_energy,
Angola,1971,renewables_share_energy,
Angola,1972,renewables_share_energy,
Angola,1973,renewables_share_energy,
Angola,1974,renewables_share_energy,
Angola,1975,renewables_share_energy,
Angola,1976,renewables_share_energy,
Angola,1977,renewables_share_energy,
Angola,1978,renewables_share_energy,
Angola,1979,renewables_share_energy,
Angola,1980,renewables_share_energy,
Angola,1981,renewables_share_energy,
Angola,1982,renewables_share_energy,
Angola,1983,renewables_share_energy,
Angola,1984,renewables_share_energy,
Angola,1985,renewables_share_energy,
Angola,1986,renewables_share_energy,
Angola,1987,renewables_share_energy,
Angola,1988,renewables_share_energy,
Angola,1989,renewables_share_energy,
Angola,1990,renewables_share_energy,
Angola,1991,renewables_share_energy,
Angola,1992,renewables_share_energy,
Angola,1993,renewables_share_energy,
Angola,1994,renewables_share_energy,
Angola,1995,renewables_share_energy,
Angola,1996,renewables_share_energy,
Angola,1997,renewables_share_energy,
Angola,1998,renewables_share_energy,
Angola,1999,renewables_share_energy,
Angola,2000,renewables_share_energy,
Angola,2001,renewables_share_energy,
Angola,2002,renewables_share_energy,
Angola,2003,renewables_share_energy,
Angola,2004,renewables_share_energy,
Angola,2005,renewables_share_energy,
Angola,2006,renewables_share_energy,
Angola,2007,renewables_share_energy,
Angola,2008,renewables_share_energy,
Angola,2009,renewables_share_energy,
Angola,2010,renewables_share_energy,
Angola,2011,renewables_share_energy,
Angola,2012,renewables_share_energy,
Angola,2013,renewables_share_energy,
Angola,2014,renewables_share_energy,
Angola,2015,renewables_share_energy,
Angola,2016,renewables_share_energy,
Angola,2017,renewables_share_energy,
Angola,2018,renewables_share_energy,
Angola,2019,renewables_share_energy,
Angola,2020,renewables_share_energy,
Angola,2021,renewables_share_energy,
Angola,2022,renewables_share_energy,
Angola,2023,renewables_share_energy,
Angola,2024,renewables_share_energy,
Antarctica,1987,renewables_share_energy,
Antarctica,1988,renewables_share_energy,
Antarctica,1989,renewables_share_energy,
Antarctica,1990,renewables_share_energy,
Antarctica,1991,renewables_share_energy,
Antarctica,1992,renewables_share_energy,
Antarctica,1993,renewables_share_energy,
Antarctica,1994,renewables_share_energy,
Antarctica,1995,renewables_share_energy,
Antarctica,1996,renewables_share_energy,
Antarctica,1997,renewables_share_energy,
Antarctica,1998,renewables_share_energy,
Antarctica,1999,renewables_share_energy,
Antarctica,2000,renewables_share_energy,
Antarctica,2001,renewables_share_energy,
Antarctica,2002,renewables_share_energy,
Antarctica,2003,renewables_share_energy,
Antarctica,2004,renewables_share_energy,
Antarctica,2005,renewables_share_energy,
Antarctica,2006,renewables_share_energy,
Antarctica,2007,renewables_share_energy,
Antarctica,2008,renewables_share_energy,
Antarctica,2009,renewables_share_energy,
Antarctica,2010,renewables_share_energy,
Antarctica,2011,renewables_share_energy,
Antarctica,2012,renewables_share_energy,
Antarctica,2013,renewables_share_energy,
Antarctica,2014,renewables_share_energy,
Antarctica,2015,renewables_share_energy,
Antarctica,2016,renewables_share_energy,
Antarctica,2017,renewables_share_energy,
Antarctica,2018,renewables_share_energy,
Antarctica,2019,renewables_share_energy,
Antarctica,2020,renewables_share_energy,
Antarctica,2021,renewables_share_energy,
Antarctica,2022,renewables_share_energy,
Antarctica,2023,renewables_share_energy,
Antigua and Barbuda,1980,renewables_share_energy,
Antigua and Barbuda,1981,renewables_share_energy,
Antigua and Barbuda,1982,renewables_share_energy,
Antigua and Barbuda,1983,renewables_share_energy,
Antigua and Barbuda,1984,renewables_share_energy,
Antigua and Barbuda,1985,renewables_share_energy,
Antigua and Barbuda,1986,renewables_share_energy,
Antigua and Barbuda,1987,renewables_share_energy,
Antigua and Barbuda,1988,renewables_share_energy,
Antigua and Barbuda,1989,renewables_share_energy,
Antigua and Barbuda,1990,renewables_share_energy,
Antigua and Barbuda,1991,renewables_share_energy,
Antigua and Barbuda,1992,renewables_share_energy,
Antigua and Barbuda,1993,renewables_share_energy,
Antigua and Barbuda,1994,renewables_share_energy,
Antigua and Barbuda,1995,renewables_share_energy,
Antigua and Barbuda,1996,renewables_share_energy,
Antigua and Barbuda,1997,renewables_share_energy,
Antigua and Barbuda,1998,renewables_share_energy,
Antigua and Barbuda,1999,renewables_share_energy,
Antigua and Barbuda,2000,renewables_share_energy,
Antigua and Barbuda,2001,renewables_share_energy,
Antigua and Barbuda,2002,renewables_share_energy,
Antigua and Barbuda,2003,renewables_share_energy,
Antigua and Barbuda,2004,renewables_share_energy,
Antigua and Barbuda,2005,renewables_share_energy,
Antigua and Barbuda,2006,renewables_share_energy,
Antigua and Barbuda,2007,renewables_share_energy,
Antigua and Barbuda,2008,renewables_share_energy,
Antigua and Barbuda,2009,renewables_share_energy,
Antigua and Barbuda,2010,renewables_share_energy,
Antigua and Barbuda,2011,renewables_share_energy,
Antigua and Barbuda,2012,renewables_share_energy,
Antigua and Barbuda,2013,renewables_share_energy,
Antigua and Barbuda,2014,renewables_share_energy,
Antigua and Barbuda,2015,renewables_share_energy,
Antigua and Barbuda,2016,renewables_share_energy,
Antigua and Barbuda,2017,renewables_share_energy,
Antigua and Barbuda,2018,renewables_share_energy,
Antigua and Barbuda,2019,renewables_share_energy,
Antigua and Barbuda,2020,renewables_share_energy,
Antigua and Barbuda,2021,renewables_share_energy,
Antigua and Barbuda,2022,renewables_share_energy,
Antigua and Barbuda,2023,renewables_share_energy,
Argentina,1900,renewables_share_energy,
Argentina,1901,renewables_share_energy,
Argentina,1902,renewables_share_energy,
Argentina,1903,renewables_share_energy,
Argentina,1904,renewables_share_energy,
Argentina,1905,renewables_share_energy,
Argentina,1906,renewables_share_energy,
Argentina,1907,renewables_share_energy,
Argentina,1908,renewables_share_energy,
Argentina,1909,renewables_share_energy,
Argentina,1910,renewables_share_energy,
Argentina,1911,renewables_share_energy,
Argentina,1912,renewables_share_energy,
Argentina,1913,renewables_share_energy,
Argentina,1914,renewables_share_energy,
Argentina,1915,renewables_share_energy,
Argentina,1916,renewables_share_energy,
Argentina,1917,renewables_share_energy,
Argentina,1918,renewables_share_energy,
Argentina,1919,renewables_share_energy,
Argentina,1920,renewables_share_energy,
Argentina,1921,renewables_share_energy,
Argentina,1922,renewables_share_energy,
Argentina,1923,renewables_share_energy,
Argentina,1924,renewables_share_energy,
Argentina,1925,renewables_share_energy,
Argentina,1926,renewables_share_energy,
Argentina,1927,renewables_share_energy,
Argentina,1928,renewables_share_energy,
Argentina,1929,renewables_share_energy,
Argentina,1930,renewables_share_energy,
Argentina,1931,renewables_share_energy,
Argentina,1932,renewables_share_energy,
Argentina,1933,renewables_share_energy,
Argentina,1934,renewables_share_energy,
Argentina,1935,renewables_share_energy,
Argentina,1936,renewables_share_energy,
Argentina,1937,renewables_share_energy,
Argentina,1938,renewables_share_energy,
Argentina,1939,renewables_share_energy,
Argentina,1940,renewables_share_energy,
Argentina,1941,renewables_share_energy,
Argentina,1942,renewables_share_energy,
Argentina,1943,renewables_share_energy,
Argentina,1944,renewables_share_energy,
Argentina,1945,renewables_share_energy,
Argentina,1946,renewables_share_energy,
Argentina,1947,renewables_share_energy,
Argentina,1948,renewables_share_energy,
Argentina,1949,renewables_share_energy,
Argentina,1950,renewables_share_energy,
Argentina,1951,renewables_share_energy,
Argentina,1952,renewables_share_energy,
Argentina,1953,renewables_share_energy,
Argentina,1954,renewables_share_energy,
Argentina,1955,renewables_share_energy,
Argentina,1956,renewables_share_energy,
Argentina,1957,renewables_share_energy,
Argentina,1958,renewables_share_energy,
Argentina,1959,renewables_share_energy,
Argentina,1960,renewables_share_energy,
Argentina,1961,renewables_share_energy,
Argentina,1962,renewables_share_energy,
Argentina,1963,renewables_share_energy,
Argentina,1964,renewables_share_energy,
Argentina,1965,renewables_share_energy,1.037
Argentina,1966,renewables_share_energy,1.017
Argentina,1967,renewables_share_energy,1.012
Argentina,1968,renewables_share_energy,1.154
Argentina,1969,renewables_share_energy,1.001
Argentina,1970,renewables_share_energy,1.274
Argentina,1971,renewables_share_energy,1.196
Argentina,1972,renewables_share_energy,1.163
Argentina,1973,renewables_share_energy,2.15
Argentina,1974,renewables_share_energy,3.419
Argentina,1975,renewables_share_energy,3.644
Argentina,1976,renewables_share_energy,3.349
Argentina,1977,renewables_share_energy,3.683
Argentina,1978,renewables_share_energy,4.903
Argentina,1979,renewables_share_energy,6.312
Argentina,1980,renewables_share_energy,9.006
Argentina,1981,renewables_share_energy,9.004
Argentina,1982,renewables_share_energy,10.539
Argentina,1983,renewables_share_energy,10.597
Argentina,1984,renewables_share_energy,11.376
Argentina,1985,renewables_share_energy,11.979
Argentina,1986,renewables_share_energy,11.631
Argentina,1987,renewables_share_energy,11.583
Argentina,1988,renewables_share_energy,7.946
Argentina,1989,renewables_share_energy,7.116
Argentina,1990,renewables_share_energy,9.729
Argentina,1991,renewables_share_energy,8.57
Argentina,1992,renewables_share_energy,9.64
Argentina,1993,renewables_share_energy,11.552
Argentina,1994,renewables_share_energy,12.563
Argentina,1995,renewables_share_energy,11.83
Argentina,1996,renewables_share_energy,9.646
Argentina,1997,renewables_share_energy,11.781
Argentina,1998,renewables_share_energy,10.78
Argentina,1999,renewables_share_energy,8.606
Argentina,2000,renewables_share_energy,11.557
Argentina,2001,renewables_share_energy,15.036
Argentina,2002,renewables_share_energy,15.335
Argentina,2003,renewables_share_energy,13.613
Argentina,2004,renewables_share_energy,11.465
Argentina,2005,renewables_share_energy,12.032
Argentina,2006,renewables_share_energy,12.678
Argentina,2007,renewables_share_energy,10.024
Argentina,2008,renewables_share_energy,9.872
Argentina,2009,renewables_share_energy,11.193
Argentina,2010,renewables_share_energy,11.092
Argentina,2011,renewables_share_energy,10.412
Argentina,2012,renewables_share_energy,9.701
Argentina,2013,renewables_share_energy,10.134
Argentina,2014,renewables_share_energy,10.396
Argentina,2015,renewables_share_energy,10.275
Argentina,2016,renewables_share_energy,9.586
Argentina,2017,renewables_share_energy,10.445
Argentina,2018,renewables_share_energy,10.824
Argentina,2019,renewables_share_energy,11.417
Argentina,2020,renewables_share_energy,11.833
Argentina,2021,renewables_share_energy,10.947
Argentina,2022,renewables_share_energy,12.01
Argentina,2023,renewables_share_energy,14.1
Argentina,2024,renewables_share_energy,14.803
Armenia,1992,renewables_share_energy,
Armenia,1993,renewables_share_energy,
Armenia,1994,renewables_share_energy,
Armenia,1995,renewables_share_energy,
Armenia,1996,renewables_share_energy,
Armenia,1997,renewables_share_energy,
Armenia,1998,renewables_share_energy,
Armenia,1999,renewables_share_energy,
Armenia,2000,renewables_share_energy,
Armenia,2001,renewables_share_energy,
Armenia,2002,renewables_share_energy,
Armenia,2003,renewables_share_energy,
Armenia,2004,renewables_share_energy,
Armenia,2005,renewables_share_energy,
Armenia,2006,renewables_share_energy,
Armenia,2007,renewables_share_energy,
Armenia,2008,renewables_share_energy,
Armenia,2009,renewables_share_energy,
Armenia,2010,renewables_share_energy,
Armenia,2011,renewables_share_energy,
Armenia,2012,renewables_share_energy,
Armenia,2013,renewables_share_energy,
Armenia,2014,renewables_share_energy,
Armenia,2015,renewables_share_energy,
Armenia,2016,renewables_share_energy,
Armenia,2017,renewables_share_energy,
Armenia,2018,renewables_share_energy,
Armenia,2019,renewables_share_energy,
Armenia,2020,renewables_share_energy,
Armenia,2021,renewables_share_energy,
Armenia,2022,renewables_share_energy,
Armenia,2023,renewables_share_energy,
Armenia,2024,renewables_share_energy,
Aruba,1986,renewables_share_energy,
Aruba,1987,renewables_share_energy,
Aruba,1988,renewables_share_energy,
Aruba,1989,renewables_share_energy,
Aruba,1990,renewables_share_energy,
Aruba,1991,renewables_share_energy,
Aruba,1992,renewables_share_energy,
Aruba,1993,renewables_share_energy,
Aruba,1994,renewables_share_energy,
Aruba,1995,renewables_share_energy,
Aruba,1996,renewables_share_energy,
Aruba,1997,renewables_share_energy,
Aruba,1998,renewables_share_energy,
Aruba,1999,renewables_share_energy,
Aruba,2000,renewables_share_energy,
Aruba,2001,renewables_share_energy,
Aruba,2002,renewables_share_energy,
Aruba,2003,renewables_share_energy,
Aruba,2004,renewables_share_energy,
Aruba,2005,renewables_share_energy,
Aruba,2006,renewables_share_energy,
Aruba,2007,renewables_share_energy,
Aruba,2008,renewables_share_energy,
Aruba,2009,renewables_share_energy,
Aruba,2010,renewables_share_energy,
Aruba,2011,renewables_share_energy,
Aruba,2012,renewables_share_energy,
Aruba,2013,renewables_share_energy,
Aruba,2014,renewables_share_energy,
Aruba,2015,renewables_share_energy,
Aruba,2016,renewables_share_energy,
Aruba,2017,renewables_share_energy,
Aruba,2018,renewables_share_energy,
Aruba,2019,renewables_share_energy,
Aruba,2020,renewables_share_energy,
Aruba,2021,renewables_share_energy,
Aruba,2022,renewables_share_energy,
Aruba,2023,renewables_share_energy,
Australia,1900,renewables_share_energy,
Australia,1901,renewables_share_energy,
Australia,1902,renewables_share_energy,
Australia,1903,renewables_share_energy,
Australia,1904,renewables_share_energy,
Australia,1905,renewables_share_energy,
Australia,1906,renewables_share_energy,
Australia,1907,renewables_share_energy,
Australia,1908,renewables_share_energy,
Australia,1909,renewables_share_energy,
Australia,1910,renewables_share_energy,
Australia,1911,renewables_share_energy,
Australia,1912,renewables_share_energy,
Australia,1913,renewables_share_energy,
Australia,1914,renewables_share_energy,
Australia,1915,renewables_share_energy,
Australia,1916,renewables_share_energy,
Australia,1917,renewables_share_energy,
Australia,1918,renewables_share_energy,
Australia,1919,renewables_share_energy,
Australia,1920,renewables_share_energy,
Australia,1921,renewables_share_energy,
Australia,1922,renewables_share_energy,
Australia,1923,renewables_share_energy,
Australia,1924,renewables_share_energy,
Australia,1925,renewables_share_energy,
Australia,1926,renewables_share_energy,
Australia,1927,renewables_share_energy,
Australia,1928,renewables_share_energy,
Australia,1929,renewables_share_energy,
Australia,1930,renewables_share_energy,
Australia,1931,renewables_share_energy,
Australia,1932,renewables_share_energy,
Australia,1933,renewables_share_energy,
Australia,1934,renewables_share_energy,
Australia,1935,renewables_share_energy,
Australia,1936,renewables_share_energy,
Australia,1937,renewables_share_energy,
Australia,1938,renewables_share_energy,
Australia,1939,renewables_share_energy,
Australia,1940,renewables_share_energy,
Australia,1941,renewables_share_energy,
Australia,1942,renewables_share_energy,
Australia,1943,renewables_share_energy,
Australia,1944,renewables_share_energy,
Australia,1945,renewables_share_energy,
Australia,1946,renewables_share_energy,
Australia,1947,renewables_share_energy,
Australia,1948,renewables_share_energy,
Australia,1949,renewables_share_energy,
Australia,1950,renewables_share_energy,
Australia,1951,renewables_share_energy,
Australia,1952,renewables_share_energy,
Australia,1953,renewables_share_energy,
Australia,1954,renewables_share_energy,
Australia,1955,renewables_share_energy,
Australia,1956,renewables_share_energy,
Australia,1957,renewables_share_energy,
Australia,1958,renewables_share_energy,
Australia,1959,renewables_share_energy,
Australia,1960,renewables_share_energy,
Australia,1961,renewables_share_energy,
Australia,1962,renewables_share_energy,
Australia,1963,renewables_share_energy,
Australia,1964,renewables_share_energy,
Australia,1965,renewables_share_energy,5.252
Australia,1966,renewables_share_energy,4.787
Australia,1967,renewables_share_energy,4.671
Australia,1968,renewables_share_energy,4.591
Australia,1969,renewables_share_energy,4.8
Australia,1970,renewables_share_energy,5.115
Australia,1971,renewables_share_energy,5.494
Australia,1972,renewables_share_energy,5.283
Australia,1973,renewables_share_energy,5.274
Australia,1974,renewables_share_energy,5.622
Australia,1975,renewables_share_energy,5.946
Australia,1976,renewables_share_energy,5.469
Australia,1977,renewables_share_energy,4.973
Australia,1978,renewables_share_energy,5.198
Australia,1979,renewables_share_energy,4.874
Australia,1980,renewables_share_energy,4.587
Australia,1981,renewables_share_energy,4.651
Australia,1982,renewables_share_energy,4.375
Australia,1983,renewables_share_energy,4.173
Australia,1984,renewables_share_energy,4.354
Australia,1985,renewables_share_energy,4.492
Australia,1986,renewables_share_energy,4.44
Australia,1987,renewables_share_energy,4.201
Australia,1988,renewables_share_energy,4.302
Australia,1989,renewables_share_energy,4.101
Australia,1990,renewables_share_energy,4.137
Australia,1991,renewables_share_energy,4.394
Australia,1992,renewables_share_energy,4.389
Australia,1993,renewables_share_energy,4.407
Australia,1994,renewables_share_energy,4.196
Australia,1995,renewables_share_energy,4.002
Australia,1996,renewables_share_energy,4.0
Australia,1997,renewables_share_energy,3.914
Australia,1998,renewables_share_energy,3.813
Australia,1999,renewables_share_energy,3.786
Australia,2000,renewables_share_energy,3.765
Australia,2001,renewables_share_energy,3.655
Australia,2002,renewables_share_energy,3.711
Australia,2003,renewables_share_energy,3.797
Australia,2004,renewables_share_energy,3.829
Australia,2005,renewables_share_energy,4.095
Australia,2006,renewables_share_energy,4.024
Australia,2007,renewables_share_energy,3.786
Australia,2008,renewables_share_energy,3.499
Australia,2009,renewables_share_energy,3.722
Australia,2010,renewables_share_energy,4.088
Australia,2011,renewables_share_energy,5.392
